UNITNUM,COUNTYNAME,COUNTY,VTDNAME,VTDCODE,TOT_POP,TOT_WHITE,TOT_BLACK,TOT_ASIAN,TOT_AMIND,TOT_OTHER,TOT_HISPANIC,VAP_TOTAL,VAP_WHITE,VAP_BLACK,VAP_ASIAN,VAP_AMIND,VAP_OTHER,VAP_HISPANIC,REG_TOTAL_25_12,REG_WHITE_25_12,REG_BLACK_25_12,REG_OTHER_25_12,REG_DEM_TOTAL_25_12,REG_DEM_WHITE_25_12,REG_DEM_BLACK_25_12,REG_DEM_OTHER_25_12,REG_REP_TOTAL_25_12,REG_REP_WHITE_25_12,REG_REP_BLACK_25_12,REG_REP_OTHER_25_12,REG_OTH_TOTAL_25_12,REG_OTH_WHITE_25_12,REG_OTH_BLACK_25_12,REG_OTH_OTHER_25_12
252,St. Tammany,103,M11,22103000M11,1677,1436,51,60,23,107,132,1274,1109,34,30,18,83,97,1105,1001,18,86,142,107,13,22,641,610,0,31,322,284,5,33
2986,St. Tammany,103,M12,22103000M12,1048,821,52,59,22,94,107,729,596,25,41,14,53,54,786,693,18,75,78,55,10,13,504,473,0,31,204,165,8,31
1430,St. Tammany,103,MD1,22103000MD1,1307,1158,56,23,11,59,56,984,879,44,16,8,37,38,962,860,43,59,127,91,26,10,562,529,5,28,273,240,12,21
1492,St. Tammany,103,P01,22103000P01,2284,1922,92,27,76,167,165,1800,1542,66,18,54,120,113,1384,1293,25,66,227,206,14,7,706,686,2,18,451,401,9,41
1507,St. Tammany,103,S01,22103000S01,1546,1266,148,26,31,75,89,1209,1016,101,13,20,59,68,1048,886,113,49,222,129,85,8,515,498,2,15,311,259,26,26
1559,St. Tammany,103,S02,22103000S02,1014,799,110,10,32,63,70,791,647,70,6,26,42,45,652,530,87,35,159,83,64,12,298,289,0,9,195,158,23,14
1504,St. Tammany,103,S03,22103000S03,1369,1053,150,31,45,90,98,1073,849,105,22,35,62,62,897,742,94,61,201,123,66,12,369,354,2,13,327,265,26,36
1560,St. Tammany,103,S04,22103000S04,1255,913,182,35,34,91,94,973,732,118,27,32,64,60,700,567,93,40,149,82,60,7,294,281,2,11,257,204,31,22
1505,St. Tammany,103,S05,22103000S05,1933,1534,181,34,38,146,189,1509,1210,136,29,24,110,131,1241,1021,137,83,269,153,99,17,574,545,6,23,398,323,32,43
1528,St. Tammany,103,S06,22103000S06,1808,1171,432,27,51,127,163,1422,981,299,19,41,82,99,1090,765,234,91,307,117,164,26,423,388,6,29,360,260,64,36
1538,St. Tammany,103,S07,22103000S07,1204,417,661,14,22,90,113,902,341,478,9,21,53,65,598,216,332,50,303,42,236,25,120,108,2,10,175,66,94,15
1561,St. Tammany,103,S08,22103000S08,1737,1029,546,54,27,81,120,1240,788,332,47,17,56,74,910,591,222,97,270,97,153,20,358,320,6,32,282,174,63,45
1508,St. Tammany,103,S09,22103000S09,796,612,86,44,22,32,37,596,471,58,30,13,24,29,518,433,42,43,93,52,29,12,271,254,4,13,154,127,9,18
1419,St. Tammany,103,S10,22103000S10,1768,1321,265,42,50,90,120,1384,1063,185,30,36,70,86,1090,907,99,84,234,151,59,24,462,438,4,20,394,318,36,40
1527,St. Tammany,103,S11,22103000S11,1244,978,151,24,34,57,90,992,805,99,20,23,45,70,796,622,100,74,173,99,60,14,368,335,8,25,255,188,32,35
1425,St. Tammany,103,S13,22103000S13,892,585,182,11,46,68,96,685,480,114,6,35,50,69,463,369,58,36,103,59,38,6,211,203,1,7,149,107,19,23
1531,St. Tammany,103,S15,22103000S15,1780,1040,539,32,55,114,186,1306,811,347,23,41,84,136,829,506,260,63,280,81,185,14,263,241,6,16,286,184,69,33
1421,St. Tammany,103,S16,22103000S16,2757,1478,965,63,86,165,235,2069,1218,629,50,52,120,169,1246,748,397,101,422,127,268,27,401,358,13,30,423,263,116,44
1529,St. Tammany,103,S17,22103000S17,1774,1104,497,52,38,83,107,1314,891,300,38,27,58,77,964,631,261,72,296,100,182,14,363,342,4,17,305,189,75,41
1418,St. Tammany,103,S18,22103000S18,1794,1295,319,28,41,111,140,1445,1067,242,18,35,83,103,1142,838,209,95,339,147,161,31,511,477,5,29,292,214,43,35
1426,St. Tammany,103,S19,22103000S19,1702,472,922,30,56,222,296,1207,348,633,25,48,153,211,602,176,373,53,292,22,256,14,88,72,8,8,222,82,109,31
1540,St. Tammany,103,S21,22103000S21,1522,740,568,35,33,146,174,1163,626,374,25,30,108,129,827,423,344,60,335,72,245,18,186,173,7,6,306,178,92,36
1530,St. Tammany,103,S22,22103000S22,1080,527,476,24,6,47,59,932,489,376,23,6,38,50,405,191,170,44,165,25,127,13,109,98,2,9,131,68,41,22
1539,St. Tammany,103,S23,22103000S23,530,381,93,5,9,42,45,434,305,83,5,5,36,37,263,193,49,21,73,28,36,9,113,109,1,3,77,56,12,9
1428,St. Tammany,103,S24,22103000S24,2077,654,1297,22,25,79,149,1526,525,919,15,12,55,98,889,248,583,58,497,47,435,15,133,108,13,12,259,93,135,31
3394,Tangipahoa,105,101,22105000101,1008,535,448,6,12,7,12,783,443,320,6,9,5,11,482,325,148,9,182,57,123,2,200,193,4,3,100,75,21,4
3396,Tangipahoa,105,102,22105000102,1574,1030,503,2,18,21,35,1172,784,357,0,13,18,26,819,637,165,17,220,95,123,2,401,390,5,6,198,152,37,9
3397,Tangipahoa,105,104,22105000104,1610,1235,319,4,13,39,43,1212,944,224,2,12,30,34,899,749,127,23,240,133,102,5,460,452,5,3,199,164,20,15
3390,Tangipahoa,105,106,22105000106,1101,698,352,4,25,22,16,843,547,252,4,19,21,15,538,391,128,19,168,71,95,2,226,214,2,10,144,106,31,7
3439,Tangipahoa,105,106A,2210500106A,1356,1072,229,12,17,26,30,1040,862,142,10,7,19,19,683,577,85,21,152,83,63,6,387,375,4,8,144,119,18,7
3417,Tangipahoa,105,107,22105000107,1092,305,778,3,3,3,3,812,238,569,3,2,0,2,429,161,261,7,239,23,211,5,105,102,2,1,85,36,48,1
3434,Tangipahoa,105,108,22105000108,1129,778,296,14,17,24,28,871,607,224,13,11,16,18,657,500,130,27,180,76,96,8,322,306,6,10,155,118,28,9
3453,Tangipahoa,105,109,22105000109,1705,627,1007,7,12,52,57,1278,516,721,6,9,26,30,708,297,391,20,401,69,326,6,177,165,6,6,130,63,59,8
3418,Tangipahoa,105,11,22105000011,880,296,554,3,14,13,17,671,230,425,3,7,6,11,414,139,262,13,256,32,216,8,86,79,6,1,72,28,40,4
3393,Tangipahoa,105,110,22105000110,2082,1543,300,9,80,150,165,1664,1254,217,5,65,123,135,968,838,96,34,191,120,67,4,529,509,5,15,248,209,24,15
3454,Tangipahoa,105,111A,2210500111A,1981,661,1154,15,36,115,132,1390,536,739,11,17,87,88,667,298,354,15,369,95,269,5,139,128,8,3,159,75,77,7
3456,Tangipahoa,105,112,22105000112,2076,1533,430,13,36,64,74,1515,1188,257,7,29,34,36,977,873,82,22,211,151,56,4,502,491,2,9,264,231,24,9
3441,Tangipahoa,105,114,22105000114,1579,1375,99,18,25,62,47,1224,1084,68,13,17,42,26,877,831,27,19,138,115,21,2,557,549,0,8,182,167,6,9
3455,Tangipahoa,105,115B,2210500115B,849,97,606,0,7,139,150,587,82,427,0,4,74,76,305,56,241,8,211,14,195,2,39,29,7,3,55,13,39,3
3442,Tangipahoa,105,116,22105000116,1293,933,288,7,43,22,39,961,731,174,7,31,18,18,677,559,105,13,163,81,80,2,348,338,4,6,166,140,21,5
3457,Tangipahoa,105,117,22105000117,1852,1207,295,22,31,297,320,1374,973,192,10,26,173,190,767,620,110,37,213,128,80,5,365,346,6,13,189,146,24,19
3440,Tangipahoa,105,118,22105000118,2064,1714,225,17,59,49,77,1557,1303,149,12,50,43,56,1176,1073,75,28,219,160,56,3,663,646,2,15,294,267,17,10
7387,Tangipahoa,105,118A,2210500118A,1430,1103,257,10,42,18,24,1063,847,175,6,25,10,9,621,547,63,11,145,91,51,3,310,307,1,2,166,149,11,6
3423,Tangipahoa,105,119,22105000119,1063,732,249,10,13,59,73,839,590,196,5,12,36,44,494,363,116,15,165,72,87,6,215,210,2,3,114,81,27,6
3438,Tangipahoa,105,120,22105000120,2658,2186,213,9,77,173,196,2032,1714,125,7,63,123,125,1586,1415,94,77,247,181,58,8,854,815,2,37,485,419,34,32
3436,Tangipahoa,105,120A,2210500120A,2593,2263,171,21,53,85,122,1951,1734,99,19,40,59,86,1501,1422,40,39,211,174,28,9,917,902,1,14,373,346,11,16
3466,Tangipahoa,105,120B,2210500120B,870,627,184,8,23,28,49,646,482,120,6,19,19,31,599,459,110,30,135,54,75,6,270,259,1,10,194,146,34,14
3421,Tangipahoa,105,121,22105000121,710,587,41,3,22,57,76,560,476,26,3,17,38,52,335,313,13,9,78,67,8,3,167,162,3,2,90,84,2,4
3422,Tangipahoa,105,121A,2210500121A,3275,1985,919,32,99,240,299,2410,1575,584,21,77,153,190,1082,849,190,43,310,177,128,5,443,418,9,16,329,254,53,22
3443,Tangipahoa,105,122A,2210500122A,844,713,61,9,27,34,59,644,572,25,3,22,22,41,855,700,97,58,134,61,66,7,460,431,7,22,261,208,24,29
924,Tangipahoa,105,122B,2210500122B,2495,2003,186,35,91,180,204,1869,1553,94,25,63,134,129,1314,1177,60,77,208,159,38,11,723,678,3,42,383,340,19,24
7388,Tangipahoa,105,122C,2210500122C,2259,1792,234,26,69,138,160,1669,1354,154,18,50,93,98,1573,1281,211,81,274,137,121,16,780,748,12,20,519,396,78,45
3459,Tangipahoa,105,123,22105000123,2412,1502,699,8,45,158,175,1831,1211,468,7,39,106,118,1092,776,268,48,329,132,183,14,442,413,16,13,321,231,69,21
3413,Tangipahoa,105,124,22105000124,2063,1696,194,25,45,103,124,1494,1250,131,20,32,61,76,1324,1106,133,85,206,113,81,12,739,695,5,39,379,298,47,34
3402,Tangipahoa,105,125,22105000125,3176,1458,1429,27,32,230,248,2358,1187,979,23,18,151,162,1142,725,373,44,400,109,282,9,439,424,6,9,303,192,85,26
3461,Tangipahoa,105,127,22105000127,2637,1061,1407,25,30,114,133,1928,906,908,18,23,73,88,780,516,222,42,284,110,161,13,280,268,5,7,216,138,56,22
3400,Tangipahoa,105,129A,2210500129A,994,479,481,3,10,21,30,662,389,256,1,8,8,19,399,252,137,10,148,48,95,5,144,137,5,2,107,67,37,3
3426,Tangipahoa,105,133,22105000133,1821,1062,641,12,26,80,93,1406,878,449,5,21,53,60,784,542,209,33,284,113,165,6,281,264,4,13,219,165,40,14
3427,Tangipahoa,105,133A,2210500133A,1732,1120,458,26,20,108,136,1299,906,286,17,16,74,82,741,535,163,43,192,73,108,11,321,301,7,13,228,161,48,19
3424,Tangipahoa,105,137,22105000137,2331,2080,105,13,50,83,85,1848,1667,70,4,41,66,63,1150,1084,29,37,183,162,20,1,625,605,2,18,342,317,7,18
3447,Tangipahoa,105,137A,2210500137A,1621,1306,163,28,28,96,98,1270,1042,111,25,25,67,69,996,889,66,41,152,103,44,5,600,583,2,15,244,203,20,21
3451,Tangipahoa,105,137B,2210500137B,1942,1057,725,11,29,120,142,1476,868,494,9,23,82,102,837,540,260,37,291,78,205,8,333,313,4,16,213,149,51,13
3465,Tangipahoa,105,137C,2210500137C,1966,1693,122,29,37,85,99,1522,1344,84,23,22,49,59,1409,1284,71,54,179,129,44,6,856,823,7,26,374,332,20,22
3416,Tangipahoa,105,137D,2210500137D,1403,1248,69,14,19,53,49,1103,989,43,12,19,40,30,1008,943,28,37,99,79,16,4,677,653,0,24,232,211,12,9
3408,Tangipahoa,105,139,22105000139,1515,809,388,29,42,247,267,1120,669,260,18,29,144,156,622,471,117,34,160,69,83,8,288,269,7,12,174,133,27,14
3407,Tangipahoa,105,141,22105000141,1607,675,841,20,22,49,88,1188,563,550,20,15,40,63,628,424,176,28,205,70,133,2,232,220,1,11,191,134,42,15
3409,Tangipahoa,105,141A,2210500141A,1810,1187,482,32,36,73,98,1436,1033,293,18,29,63,77,753,619,111,23,218,123,87,8,338,331,2,5,197,165,22,10
1414,Tangipahoa,105,143,22105000143,1808,1031,619,27,40,91,101,1389,838,444,19,25,63,71,998,650,299,49,338,110,215,13,378,352,14,12,282,188,70,24
923,Tangipahoa,105,143A,2210500143A,1954,1330,511,43,34,36,65,1486,1036,381,24,23,22,37,1041,785,212,44,257,101,149,7,497,477,3,17,287,207,60,20
1415,Tangipahoa,105,145,22105000145,3230,2459,469,34,104,164,176,2342,1828,292,20,78,124,127,1563,1284,197,82,285,140,137,8,783,741,7,35,495,403,53,39
3467,Tangipahoa,105,147,22105000147,1780,1418,214,18,60,70,72,1332,1094,125,16,46,51,48,915,783,87,45,177,120,53,4,445,422,6,17,293,241,28,24
3449,Tangipahoa,105,149,22105000149,869,759,22,15,29,44,47,685,610,9,13,19,34,35,548,531,7,10,78,73,3,2,316,312,0,4,154,146,4,4
3448,Tangipahoa,105,149A,2210500149A,2173,1820,217,18,32,86,115,1702,1461,139,10,23,69,81,1400,1244,102,54,232,155,65,12,805,773,7,25,363,316,30,17
3444,Tangipahoa,105,15,22105000015,1813,802,980,8,13,10,38,1571,728,818,7,8,10,37,445,271,164,10,196,66,126,4,146,144,2,0,103,61,36,6
3412,Tangipahoa,105,151,22105000151,2547,2242,161,14,39,91,66,1937,1735,99,4,30,69,49,1372,1266,60,46,232,192,33,7,735,716,2,17,405,358,25,22
3437,Tangipahoa,105,16,22105000016,1087,783,257,13,5,29,20,838,633,168,11,4,22,16,593,506,67,20,146,92,53,1,308,298,1,9,139,116,13,10
3445,Tangipahoa,105,17,22105000017,2135,348,1718,23,9,37,59,1566,272,1239,21,8,26,38,1003,207,764,32,676,41,619,16,133,113,20,0,194,53,125,16
3391,Tangipahoa,105,2,22105000002,2205,473,1698,9,9,17,28,1621,393,1199,7,6,16,22,993,241,740,12,655,68,584,3,141,119,18,4,197,54,138,5
3420,Tangipahoa,105,28,22105000028,1301,717,486,1,17,80,85,991,583,348,0,17,43,47,587,422,141,24,240,115,120,5,221,210,3,8,126,97,18,11
3462,Tangipahoa,105,33,22105000033,635,429,121,17,22,46,55,470,343,75,8,15,29,35,283,231,38,14,82,53,24,5,118,112,4,2,83,66,10,7
3401,Tangipahoa,105,40A,2210500040A,2652,1609,809,95,44,95,135,2317,1468,664,82,36,67,102,706,536,125,45,239,142,79,18,231,217,5,9,236,177,41,18
3399,Tangipahoa,105,41,22105000041,3741,2111,1214,110,58,248,330,3420,1913,1150,108,49,200,277,801,703,52,46,165,130,29,6,393,373,3,17,243,200,20,23
3428,Tangipahoa,105,42,22105000042,2661,1215,1260,36,33,117,161,2053,1041,861,34,29,88,112,1043,674,321,48,393,160,221,12,362,339,10,13,288,175,90,23
3429,Tangipahoa,105,43,22105000043,2662,490,2047,14,27,84,125,1987,410,1488,9,20,60,88,888,197,669,22,568,51,512,5,104,83,17,4,216,63,140,13
3464,Tangipahoa,105,44,22105000044,2598,1876,522,49,60,91,120,2067,1540,372,48,43,64,79,1350,1124,155,71,292,165,113,14,704,673,3,28,354,286,39,29
3403,Tangipahoa,105,45A,2210500045A,2292,558,1547,14,37,136,149,1578,461,996,14,28,79,81,608,191,387,30,358,45,302,11,100,86,6,8,150,60,79,11
7386,Tangipahoa,105,45B,2210500045B,1330,597,635,64,9,25,41,990,534,382,47,3,24,31,461,298,131,32,156,58,92,6,187,167,9,11,118,73,30,15
3404,Tangipahoa,105,46,22105000046,1939,153,1739,10,8,29,52,1401,120,1245,5,7,24,38,698,28,651,19,512,4,497,11,32,14,18,0,154,10,136,8
3406,Tangipahoa,105,47,22105000047,1382,253,1056,25,27,21,27,1002,213,743,13,16,17,18,641,161,454,26,370,32,326,12,89,76,11,2,182,53,117,12
3405,Tangipahoa,105,49,22105000049,1832,970,746,23,22,71,104,1471,837,550,19,20,45,69,724,394,291,39,333,92,231,10,169,153,8,8,222,149,52,21
3392,Tangipahoa,105,6,22105000006,573,121,439,2,2,8,16,423,110,302,2,2,7,13,289,81,201,7,193,18,171,4,59,50,8,1,37,13,22,2
3450,Tangipahoa,105,70,22105000070,2568,1901,458,34,56,119,151,2024,1532,341,25,37,89,107,1114,929,154,31,245,125,114,6,550,534,5,11,319,270,35,14
3415,Tangipahoa,105,70A,2210500070A,1130,735,323,6,18,48,47,832,556,231,5,9,31,28,570,416,116,38,147,57,82,8,231,220,3,8,192,139,31,22
3452,Tangipahoa,105,71,22105000071,1661,960,572,19,40,70,99,1283,797,399,9,32,46,59,816,549,241,26,268,78,183,7,320,308,3,9,228,163,55,10
3410,Tangipahoa,105,72,22105000072,743,445,222,6,20,50,66,564,358,156,4,15,31,35,341,250,82,9,97,36,60,1,170,165,2,3,74,49,20,5
1413,Tangipahoa,105,72A,2210500072A,3103,2157,718,54,68,106,142,2336,1651,516,46,44,79,104,1390,1038,283,69,371,144,212,15,620,590,3,27,399,304,68,27
3411,Tangipahoa,105,73,22105000073,2508,1384,941,22,51,110,122,1893,1089,682,9,36,77,88,1133,785,302,46,369,123,239,7,462,434,10,18,302,228,53,21
3414,Tangipahoa,105,74,22105000074,1787,1127,556,30,26,48,56,1342,900,366,16,23,37,48,959,698,206,55,239,76,150,13,460,430,5,25,260,192,51,17
926,Tangipahoa,105,ZZZZZZ,22105ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,Tensas,107,1,22107000001,569,261,294,1,5,8,13,434,221,206,0,4,3,12,338,160,176,2,176,27,149,0,110,105,4,1,52,28,23,1
902,Tensas,107,10,22107000010,380,244,129,3,0,4,2,326,215,106,3,0,2,1,286,184,100,2,126,37,89,0,98,98,0,0,62,49,11,2
907,Tensas,107,11,22107000011,471,450,13,6,0,2,0,396,380,12,2,0,2,0,423,420,0,3,67,67,0,0,282,281,0,1,74,72,0,2
911,Tensas,107,11A,2210700011A,192,64,122,1,3,2,1,148,46,99,0,3,0,0,133,62,70,1,70,17,53,0,32,28,3,1,31,17,14,0
909,Tensas,107,12,22107000012,566,75,482,3,3,3,14,455,63,387,3,2,0,6,489,31,455,3,403,5,396,2,18,13,5,0,68,13,54,1
913,Tensas,107,15,22107000015,620,60,554,3,0,3,13,466,46,418,1,0,1,6,435,18,410,7,383,9,370,4,11,6,5,0,41,3,35,3
912,Tensas,107,17,22107000017,439,276,151,1,6,5,8,329,217,101,1,6,4,7,266,201,63,2,99,42,56,1,123,122,1,0,44,37,6,1
904,Tensas,107,4,22107000004,580,147,414,3,9,7,11,440,114,309,2,8,7,9,436,95,334,7,317,25,291,1,54,47,3,4,65,23,40,2
908,Tensas,107,7,22107000007,150,111,29,2,0,8,5,123,97,19,0,0,7,5,103,84,18,1,26,15,11,0,57,56,1,0,20,13,6,1
910,Tensas,107,9,22107000009,180,56,124,0,0,0,0,118,47,71,0,0,0,0,115,69,44,2,52,15,36,1,43,41,1,1,20,13,7,0
1779,Terrebonne,109,1,22109000001,2114,1155,747,30,69,113,140,1592,942,499,23,52,76,95,878,575,252,51,255,87,162,6,330,307,5,18,293,181,85,27
1769,Terrebonne,109,10,22109000010,1113,816,155,16,56,70,83,867,677,98,14,30,48,52,744,595,97,52,163,81,76,6,366,344,1,21,215,170,20,25
5151,Terrebonne,109,100,22109000100,1515,631,140,11,652,81,96,1120,514,81,8,462,55,67,515,277,40,198,115,47,24,44,195,132,1,62,205,98,15,92
1776,Terrebonne,109,11,22109000011,487,370,42,4,41,30,40,383,300,25,1,35,22,32,365,314,18,33,52,36,11,5,205,192,0,13,108,86,7,15
1807,Terrebonne,109,110,22109000110,1190,704,243,56,128,59,80,900,551,182,38,91,38,49,586,366,150,70,164,45,107,12,260,223,6,31,162,98,37,27
1770,Terrebonne,109,12,22109000012,2800,1942,434,90,165,169,211,2076,1523,275,57,112,109,131,1145,957,92,96,205,126,65,14,611,567,4,40,329,264,23,42
1786,Terrebonne,109,14,22109000014,936,849,28,6,15,38,59,706,640,22,4,12,28,39,702,655,25,22,73,51,21,1,489,478,0,11,140,126,4,10
1793,Terrebonne,109,15,22109000015,1864,1554,122,57,71,60,84,1366,1175,80,32,37,42,51,1197,1040,91,66,168,88,72,8,696,668,0,28,333,284,19,30
1790,Terrebonne,109,16,22109000016,2668,1902,393,151,125,97,148,1951,1422,281,94,78,76,114,1531,1246,154,131,245,117,113,15,924,856,2,66,362,273,39,50
1773,Terrebonne,109,17,22109000017,2341,1853,256,16,112,104,142,1715,1415,156,10,64,70,85,1263,1074,97,92,228,150,71,7,628,590,4,34,407,334,22,51
1784,Terrebonne,109,18,22109000018,2153,1568,304,64,138,79,102,1581,1213,196,43,80,49,60,1153,946,128,79,259,151,90,18,549,519,5,25,345,276,33,36
1782,Terrebonne,109,19,22109000019,1620,1057,340,25,102,96,110,1208,884,191,17,61,55,62,713,570,95,48,179,92,81,6,362,335,3,24,172,143,11,18
5452,Terrebonne,109,2,22109000002,2471,1774,402,16,122,157,162,1904,1449,265,9,79,102,102,1219,1030,131,58,258,160,88,10,591,567,4,20,370,303,39,28
1816,Terrebonne,109,20,22109000020,1798,857,700,11,95,135,163,1345,699,476,7,66,97,119,613,403,172,38,182,62,112,8,234,217,2,15,197,124,58,15
1764,Terrebonne,109,23,22109000023,1208,387,723,4,66,28,38,1007,345,586,3,54,19,21,413,89,309,15,267,22,242,3,56,45,8,3,90,22,59,9
1783,Terrebonne,109,25,22109000025,2022,1453,326,20,119,104,116,1585,1201,211,15,69,89,91,957,793,112,52,210,120,80,10,501,479,7,15,246,194,25,27
1778,Terrebonne,109,27,22109000027,881,696,42,5,69,69,85,670,563,18,3,47,39,52,326,288,8,30,59,49,4,6,162,152,1,9,105,87,3,15
5449,Terrebonne,109,28,22109000028,1479,1009,282,20,95,73,86,1136,824,197,12,55,48,52,698,540,98,60,168,79,75,14,289,266,2,21,241,195,21,25
1785,Terrebonne,109,29,22109000029,2221,1341,315,56,229,280,351,1655,1088,188,48,161,170,196,720,530,109,81,178,97,70,11,292,262,4,26,250,171,35,44
1754,Terrebonne,109,31,22109000031,1544,399,872,107,63,103,136,1151,338,601,93,46,73,85,680,177,440,63,372,35,320,17,112,83,15,14,196,59,105,32
5448,Terrebonne,109,33,22109000033,695,431,183,15,48,18,21,479,309,106,12,36,16,19,344,234,74,36,89,32,48,9,142,132,2,8,113,70,24,19
1751,Terrebonne,109,34,22109000034,2994,441,2084,17,124,328,365,2155,353,1451,17,92,242,269,921,124,750,47,596,27,552,17,84,52,25,7,241,45,173,23
1808,Terrebonne,109,35,22109000035,1541,722,466,18,170,165,194,1136,578,323,14,115,106,130,565,332,161,72,188,57,115,16,185,162,3,20,192,113,43,36
5451,Terrebonne,109,37,22109000037,1565,938,120,5,146,356,414,1088,734,53,2,89,210,228,520,450,23,47,84,66,8,10,276,259,3,14,160,125,12,23
1805,Terrebonne,109,38,22109000038,1977,1132,392,24,244,185,197,1489,933,244,18,164,130,137,646,493,73,80,148,87,47,14,274,245,5,24,224,161,21,42
6084,Terrebonne,109,39,22109000039,358,271,28,14,21,24,30,295,225,25,13,12,20,25,151,136,3,12,31,28,1,2,82,76,0,6,38,32,2,4
1755,Terrebonne,109,41,22109000041,1283,545,458,30,119,131,164,958,453,297,25,93,90,110,356,197,92,67,113,30,65,18,108,92,2,14,135,75,25,35
5155,Terrebonne,109,42,22109000042,2677,2158,227,61,97,134,144,2084,1704,161,46,72,101,105,1504,1361,71,72,180,122,52,6,1016,979,5,32,308,260,14,34
1806,Terrebonne,109,43,22109000043,2029,1296,308,33,228,164,206,1555,1088,194,24,155,94,112,909,701,112,96,234,124,90,20,395,363,1,31,280,214,21,45
1798,Terrebonne,109,45,22109000045,1327,1047,120,16,73,71,79,1039,857,72,7,52,51,56,720,683,13,24,84,70,9,5,463,451,0,12,173,162,4,7
1760,Terrebonne,109,48,22109000048,952,284,619,4,25,20,25,798,259,498,3,20,18,23,343,98,226,19,209,28,176,5,49,37,6,6,85,33,44,8
1766,Terrebonne,109,49,22109000049,1715,597,940,13,93,72,97,1328,527,667,12,65,57,71,553,183,341,29,299,25,267,7,112,101,6,5,142,57,68,17
1759,Terrebonne,109,5,22109000005,1797,867,800,10,49,71,82,1370,686,599,4,29,52,52,985,534,406,45,392,69,317,6,361,331,13,17,232,134,76,22
1768,Terrebonne,109,51,22109000051,2941,1984,583,63,159,152,190,2279,1623,383,59,112,102,112,1143,892,151,100,266,162,94,10,499,459,8,32,378,271,49,58
1753,Terrebonne,109,52,22109000052,2804,1056,1023,58,352,315,448,1976,821,706,40,225,184,257,551,239,186,126,195,42,129,24,162,125,7,30,194,72,50,72
1799,Terrebonne,109,53,22109000053,1917,870,177,50,727,93,129,1476,734,127,41,525,49,68,674,413,59,202,203,96,43,64,259,197,3,59,212,120,13,79
1815,Terrebonne,109,55,22109000055,1956,1588,114,30,141,83,108,1496,1255,69,19,99,54,62,1120,1014,36,70,146,116,23,7,686,645,4,37,288,253,9,26
1812,Terrebonne,109,56,22109000056,2580,2011,68,24,296,181,183,1892,1550,33,17,169,123,122,1202,1099,9,94,168,151,5,12,692,646,1,45,342,302,3,37
1809,Terrebonne,109,57,22109000057,3311,2333,119,18,776,65,64,2438,1846,61,11,481,39,26,1369,1153,18,198,243,197,13,33,722,628,3,91,404,328,2,74
1804,Terrebonne,109,59,22109000059,2804,2146,370,14,191,83,80,2161,1714,259,14,120,54,45,1452,1222,136,94,344,228,98,18,751,697,9,45,357,297,29,31
1802,Terrebonne,109,60,22109000060,1599,1408,21,4,129,37,42,1178,1074,9,3,72,20,18,739,680,7,52,159,149,3,7,356,331,1,24,224,200,3,21
5446,Terrebonne,109,62,22109000062,1752,1114,335,26,104,173,202,1295,905,182,13,75,120,130,653,525,73,55,120,75,36,9,276,264,1,11,257,186,36,35
1801,Terrebonne,109,63,22109000063,1916,1682,23,31,132,48,62,1476,1318,6,31,96,25,31,701,658,4,39,156,150,0,6,313,300,1,12,232,208,3,21
1761,Terrebonne,109,64,22109000064,1308,985,211,10,48,54,53,1021,806,148,6,30,31,36,652,531,84,37,173,98,68,7,309,295,2,12,170,138,14,18
1765,Terrebonne,109,67,22109000067,1519,553,872,5,57,32,30,1183,441,684,2,37,19,23,788,300,463,25,421,54,364,3,170,149,14,7,197,97,85,15
1794,Terrebonne,109,68,22109000068,1676,1243,249,21,84,79,90,1306,983,180,13,66,64,68,922,740,127,55,202,100,95,7,478,453,1,24,242,187,31,24
1791,Terrebonne,109,69,22109000069,2228,1887,110,35,103,93,107,1685,1460,82,23,67,53,66,1458,1329,71,58,178,130,45,3,915,880,6,29,365,319,20,26
1762,Terrebonne,109,7,22109000007,3513,1410,1826,28,116,133,143,2602,1128,1292,23,87,72,85,1460,633,737,90,658,104,534,20,359,311,21,27,443,218,182,43
1752,Terrebonne,109,71,22109000071,1072,463,514,8,74,13,26,794,350,379,5,48,12,18,481,188,265,28,242,41,192,9,114,98,7,9,125,49,66,10
1795,Terrebonne,109,72,22109000072,1003,843,49,3,84,24,28,764,659,37,2,49,17,19,634,570,31,33,100,77,20,3,374,355,2,17,160,138,9,13
1796,Terrebonne,109,73,22109000073,1072,810,36,9,190,27,33,794,631,13,6,118,26,20,521,465,3,53,115,108,2,5,271,246,1,24,135,111,0,24
1780,Terrebonne,109,76,22109000076,833,655,100,9,50,19,35,662,541,59,5,40,17,27,459,397,41,21,105,68,33,4,237,227,2,8,117,102,6,9
1775,Terrebonne,109,8,22109000008,3482,2380,670,43,216,173,204,2499,1804,411,29,144,111,122,1528,1209,227,92,300,132,158,10,808,760,5,43,420,317,64,39
5154,Terrebonne,109,81,22109000081,1559,936,339,12,145,127,146,1162,767,204,12,85,94,100,520,373,98,49,166,75,79,12,206,193,3,10,148,105,16,27
1797,Terrebonne,109,83,22109000083,1959,1663,105,34,88,69,81,1412,1226,59,22,65,40,49,1228,1116,44,68,169,133,28,8,727,694,3,30,332,289,13,30
